date,state,county,cases,rank
2020-04-12,Ohio,other,251,6
2020-04-12,Ohio,other,97,8
2020-04-12,Utah,other,116,100
2020-04-12,Utah,Salt Lake,476,1
2020-04-12,Utah,Utah,122,2
2020-04-12,Idaho,Ada,77,1
2020-04-12,Idaho,other,46,100
2020-04-12,Idaho,Blaine,20,2
2020-04-12,Idaho,other,41,4
2020-04-12,Idaho,other,11,5
2020-04-12,Idaho,Twin Falls,35,3
2020-04-12,Maine,other,106,100
2020-04-12,Maine,Androscoggin,8,3
2020-04-12,Maine,Cumberland,85,1
2020-04-12,Maine,York,32,2
2020-04-12,Texas,other,2489,100
2020-04-12,Texas,other,236,6
2020-04-12,Texas,Tarrant,524,3
2020-04-12,Texas,other,402,4
2020-04-12,Texas,Harris,1092,1
2020-04-12,Texas,other,280,5
2020-04-12,Texas,Dallas,676,2
2020-04-12,Alaska,other,22,100
2020-04-12,Alaska,Fairbanks North Star Borough,3,2
2020-04-12,Alaska,Anchorage,30,1
2020-04-12,Hawaii,other,29,100
2020-04-12,Hawaii,Honolulu,34,1
2020-04-12,Hawaii,Maui,24,2
2020-04-12,Kansas,other,77,100
2020-04-12,Kansas,Finney,20,2
2020-04-12,Kansas,Ford,102,1
2020-04-12,Kansas,other,86,6
2020-04-12,Kansas,other,48,4
2020-04-12,Kansas,other,30,8
2020-04-12,Kansas,other,41,7
2020-04-12,Kansas,other,30,5
2020-04-12,Kansas,Wyandotte,97,3
2020-04-12,Nevada,other,57,100
2020-04-12,Nevada,Clark,624,1
2020-04-12,Nevada,Washoe,217,2
2020-04-12,Oregon,other,84,100
2020-04-12,Oregon,other,33,4
2020-04-12,Oregon,Marion,72,2
2020-04-12,Oregon,Multnomah,150,1
2020-04-12,Oregon,Washington,57,3
2020-04-12,Alabama,other,795,100
2020-04-12,Alabama,other,9,7
2020-04-12,Alabama,Jefferson,94,2
2020-04-12,Alabama,other,85,6
2020-04-12,Alabama,other,55,5
2020-04-12,Alabama,Mobile,209,1
2020-04-12,Alabama,Montgomery,111,3
2020-04-12,Alabama,other,61,8
2020-04-12,Alabama,other,41,4
2020-04-12,Arizona,other,461,100
2020-04-12,Arizona,Maricopa,600,1
2020-04-12,Arizona,Pima,265,2
2020-04-12,Florida,other,2588,100
2020-04-12,Florida,Miami-Dade,2287,1
2020-04-12,Florida,Palm Beach,637,3
2020-04-12,Florida,Broward,994,2
2020-04-12,Georgia,other,-1055,7
2020-04-12,Georgia,other,3047,100
2020-04-12,Georgia,other,166,8
2020-04-12,Georgia,other,399,4
2020-04-12,Georgia,DeKalb,560,2
2020-04-12,Georgia,other,307,6
2020-04-12,Georgia,Fulton,619,1
2020-04-12,Georgia,Gwinnett,378,3
2020-04-12,Georgia,other,331,5
2020-04-12,Indiana,other,1902,100
2020-04-12,Indiana,Lake,419,2
2020-04-12,Indiana,Marion,882,1
2020-04-12,Montana,other,19,100
2020-04-12,Montana,other,3,4
2020-04-12,Montana,Gallatin,7,1
2020-04-12,Montana,Missoula,6,3
2020-04-12,Montana,Yellowstone,13,2
2020-04-12,Vermont,other,49,100
2020-04-12,Vermont,Chittenden,33,1
2020-04-12,Vermont,Franklin,10,2
2020-04-12,Wyoming,other,19,100
2020-04-12,Wyoming,Fremont,6,1
2020-04-12,Wyoming,Laramie,18,2
2020-04-12,Wyoming,other,8,4
2020-04-12,Wyoming,Teton,17,3
2020-04-12,Arkansas,other,27,9
2020-04-12,Arkansas,other,148,100
2020-04-12,Arkansas,St. Francis,33,3
2020-04-12,Arkansas,other,8,6
2020-04-12,Arkansas,other,15,5
2020-04-12,Arkansas,other,12,8
2020-04-12,Arkansas,other,49,7
2020-04-12,Arkansas,other,27,4
2020-04-12,Arkansas,Lincoln,101,1
2020-04-12,Arkansas,Pulaski,128,2
2020-04-12,Colorado,Adams,301,3
2020-04-12,Colorado,other,587,100
2020-04-12,Colorado,Arapahoe,500,2
2020-04-12,Colorado,Denver,541,1
2020-04-12,Colorado,other,143,6
2020-04-12,Colorado,other,217,5
2020-04-12,Colorado,other,346,4
2020-04-12,Delaware,other,27,100
2020-04-12,Delaware,Kent,162,3
2020-04-12,Delaware,New Castle,398,2
2020-04-12,Delaware,Sussex,482,1
2020-04-12,Illinois,other,2992,100
2020-04-12,Illinois,Cook,6978,1
2020-04-12,Kentucky,other,503,100
2020-04-12,Kentucky,Fayette,39,3
2020-04-12,Kentucky,Jefferson,194,1
2020-04-12,Kentucky,other,37,4
2020-04-12,Kentucky,Warren,38,2
2020-04-12,Maryland,other,1021,100
2020-04-12,Maryland,other,625,4
2020-04-12,Maryland,other,397,5
2020-04-12,Maryland,Baltimore,498,3
2020-04-12,Maryland,Montgomery,883,2
2020-04-12,Maryland,Prince George's,1247,1
2020-04-12,Michigan,other,2032,100
2020-04-12,Michigan,Oakland,1219,2
2020-04-12,Michigan,Wayne,2520,1
2020-04-12,Michigan,Macomb,1087,3
2020-04-12,Missouri,Kansas City,114,3
2020-04-12,Missouri,other,558,100
2020-04-12,Missouri,St. Louis,595,1
2020-04-12,Missouri,St. Louis city,223,2
2020-04-12,Nebraska,other,141,100
2020-04-12,Nebraska,Dakota,26,2
2020-04-12,Nebraska,other,40,5
2020-04-12,Nebraska,Douglas,53,1
2020-04-12,Nebraska,Hall,337,3
2020-04-12,Nebraska,other,23,4
2020-04-12,New York,New York City,34212,1
2020-04-12,New York,other,23340,100
2020-04-12,Oklahoma,other,342,100
2020-04-12,Oklahoma,other,61,4
2020-04-12,Oklahoma,other,16,6
2020-04-12,Oklahoma,Oklahoma,125,1
2020-04-12,Oklahoma,Texas,10,3
2020-04-12,Oklahoma,Tulsa,86,2
2020-04-12,Oklahoma,other,55,5
2020-04-12,Virginia,other,1860,100
2020-04-12,Virginia,Fairfax,687,1
2020-04-12,Virginia,Loudoun,117,3
2020-04-12,Virginia,Prince William,310,2
2020-04-12,Louisiana,other,1752,100
2020-04-12,Louisiana,other,270,4
2020-04-12,Louisiana,East Baton Rouge,318,3
2020-04-12,Louisiana,Jefferson,666,1
2020-04-12,Louisiana,Orleans,418,2
2020-04-12,Louisiana,other,142,5
2020-04-12,Minnesota,other,297,100
2020-04-12,Minnesota,Stearns,9,3
2020-04-12,Minnesota,Hennepin,411,1
2020-04-12,Minnesota,Ramsey,60,2
2020-04-12,Tennessee,other,554,100
2020-04-12,Tennessee,other,67,4
2020-04-12,Tennessee,Shelby,583,2
2020-04-12,Tennessee,Trousdale,3,3
2020-04-12,Tennessee,Davidson,424,1
2020-04-12,Wisconsin,other,369,100
2020-04-12,Wisconsin,Milwaukee,412,1
2020-04-12,Wisconsin,Racine,59,3
2020-04-12,Wisconsin,Brown,144,2
2020-04-12,California,other,5260,100
2020-04-12,California,Los Angeles,3148,1
2020-04-12,New Jersey,other,850,100
2020-04-12,New Jersey,Bergen,2801,2
2020-04-12,New Jersey,other,425,13
2020-04-12,New Jersey,other,738,11
2020-04-12,New Jersey,Essex,2894,3
2020-04-12,New Jersey,Hudson,3105,1
2020-04-12,New Jersey,other,781,9
2020-04-12,New Jersey,other,2218,5
2020-04-12,New Jersey,other,877,8
2020-04-12,New Jersey,other,1059,10
2020-04-12,New Jersey,other,1145,7
2020-04-12,New Jersey,other,2641,4
2020-04-12,New Jersey,other,641,12
2020-04-12,New Jersey,other,3094,6
2020-04-12,New Mexico,Bernalillo,105,3
2020-04-12,New Mexico,other,79,100
2020-04-12,New Mexico,McKinley,216,1
2020-04-12,New Mexico,other,112,4
2020-04-12,New Mexico,San Juan,111,2
2020-04-12,Washington,other,424,100
2020-04-12,Washington,King,801,1
2020-04-12,Washington,other,221,4
2020-04-12,Washington,Snohomish,258,3
2020-04-12,Washington,Yakima,224,2
2020-04-12,Connecticut,other,692,100
2020-04-12,Connecticut,Fairfield,1956,1
2020-04-12,Connecticut,Hartford,1364,3
2020-04-12,Connecticut,New Haven,2028,2
2020-04-12,Mississippi,other,441,100
2020-04-12,Mississippi,other,27,21
2020-04-12,Mississippi,other,16,14
2020-04-12,Mississippi,other,13,13
2020-04-12,Mississippi,other,57,8
2020-04-12,Mississippi,other,51,7
2020-04-12,Mississippi,other,37,19
2020-04-12,Mississippi,Hinds,91,1
2020-04-12,Mississippi,other,52,10
2020-04-12,Mississippi,other,62,12
2020-04-12,Mississippi,other,33,6
2020-04-12,Mississippi,other,28,20
2020-04-12,Mississippi,Lauderdale,57,2
2020-04-12,Mississippi,other,37,9
2020-04-12,Mississippi,other,31,17
2020-04-12,Mississippi,other,61,18
2020-04-12,Mississippi,Madison,28,3
2020-04-12,Mississippi,other,31,16
2020-04-12,Mississippi,other,29,5
2020-04-12,Mississippi,other,9,15
2020-04-12,Mississippi,other,37,22
2020-04-12,Mississippi,other,50,23
2020-04-12,Mississippi,other,54,4
2020-04-12,Puerto Rico,Unknown,330,1
2020-04-12,North Dakota,other,45,100
2020-04-12,North Dakota,Cass,102,1
2020-04-12,North Dakota,Grand Forks,88,2
2020-04-12,Pennsylvania,other,4867,100
2020-04-12,Pennsylvania,other,519,4
2020-04-12,Pennsylvania,Delaware,862,3
2020-04-12,Pennsylvania,Montgomery,728,2
2020-04-12,Pennsylvania,Philadelphia,2992,1
2020-04-12,Rhode Island,other,406,100
2020-04-12,Rhode Island,Providence,1736,1
2020-04-12,South Dakota,other,73,100
2020-04-12,South Dakota,Minnehaha,838,1
2020-04-12,Massachusetts,other,810,100
2020-04-12,Massachusetts,other,507,7
2020-04-12,Massachusetts,Essex,2018,3
2020-04-12,Massachusetts,other,709,8
2020-04-12,Massachusetts,Middlesex,3425,1
2020-04-12,Massachusetts,other,1264,5
2020-04-12,Massachusetts,other,879,6
2020-04-12,Massachusetts,Suffolk,2770,2
2020-04-12,Massachusetts,other,1130,4
2020-04-12,New Hampshire,other,76,100
2020-04-12,New Hampshire,Hillsborough,185,1
2020-04-12,New Hampshire,Rockingham,152,2
2020-04-12,West Virginia,other,59,100
2020-04-12,West Virginia,other,47,5
2020-04-12,West Virginia,Jefferson,12,3
2020-04-12,West Virginia,Kanawha,28,2
2020-04-12,West Virginia,other,1,4
2020-04-12,West Virginia,other,0,6
2020-04-12,West Virginia,other,58,7
2020-04-12,West Virginia,Berkeley,16,1
2020-04-12,West Virginia,other,8,8
2020-04-12,North Carolina,other,1044,100
2020-04-12,North Carolina,other,11,7
2020-04-12,North Carolina,Wake,155,2
2020-04-12,North Carolina,other,247,6
2020-04-12,North Carolina,Durham,105,3
2020-04-12,North Carolina,other,12,5
2020-04-12,North Carolina,other,34,4
2020-04-12,North Carolina,Mecklenburg,218,1
2020-04-12,South Carolina,other,327,100
2020-04-12,South Carolina,other,69,4
2020-04-12,South Carolina,Richland,147,1
2020-04-12,South Carolina,other,41,6
2020-04-12,South Carolina,other,35,9
2020-04-12,South Carolina,other,29,8
2020-04-12,South Carolina,other,29,10
2020-04-12,South Carolina,other,54,5
2020-04-12,South Carolina,other,24,12
2020-04-12,South Carolina,Florence,62,3
2020-04-12,South Carolina,Greenville,161,2
2020-04-12,South Carolina,other,44,7
2020-04-12,South Carolina,other,17,11
2020-04-12,Virgin Islands,Unknown,2,1
2020-04-12,District of Columbia,District of Columbia,888,1
2020-04-12,Northern Mariana Islands,Unknown,3,1
2020-04-19,Guam,Unknown,192,1
2020-04-19,Iowa,other,852,100
2020-04-19,Iowa,Black Hawk,526,3
2020-04-19,Iowa,other,86,6
2020-04-19,Iowa,other,218,4
2020-04-19,Iowa,other,262,5
2020-04-19,Iowa,Polk,367,1
2020-04-19,Iowa,Woodbury,281,2
2020-04-19,Ohio,other,1099,100
2020-04-19,Ohio,Cuyahoga,414,2
2020-04-19,Ohio,Franklin,436,1
2020-04-19,Ohio,other,274,4
2020-04-19,Ohio,other,309,5
2020-04-19,Ohio,other,149,7
2020-04-19,Ohio,Marion,1189,3
2020-04-19,Ohio,other,1360,6
2020-04-19,Ohio,other,135,8
2020-04-19,Utah,other,196,100
2020-04-19,Utah,Salt Lake,504,1
2020-04-19,Utah,Utah,308,2
2020-04-19,Idaho,Ada,52,1
2020-04-19,Idaho,other,68,100
2020-04-19,Idaho,Blaine,15,2
2020-04-19,Idaho,other,44,4
2020-04-19,Idaho,other,2,5
2020-04-19,Idaho,Twin Falls,37,3
2020-04-19,Maine,other,52,100
2020-04-19,Maine,Androscoggin,6,3
2020-04-19,Maine,Cumberland,65,1
2020-04-19,Maine,York,19,2
2020-04-19,Texas,other,2571,100
2020-04-19,Texas,other,275,6
2020-04-19,Texas,Tarrant,607,3
2020-04-19,Texas,other,304,4
2020-04-19,Texas,Harris,975,1
2020-04-19,Texas,other,240,5
2020-04-19,Texas,Dallas,585,2
2020-04-19,Alaska,other,8,100
2020-04-19,Alaska,Fairbanks North Star Borough,0,2
2020-04-19,Alaska,Anchorage,17,1
2020-04-19,Hawaii,other,8,100
2020-04-19,Hawaii,Honolulu,13,1
2020-04-19,Hawaii,Maui,8,2
2020-04-19,Kansas,other,116,100
2020-04-19,Kansas,Finney,104,2
2020-04-19,Kansas,Ford,313,1
2020-04-19,Kansas,other,55,6
2020-04-19,Kansas,other,46,4
2020-04-19,Kansas,other,101,8
2020-04-19,Kansas,other,102,7
2020-04-19,Kansas,other,272,5
2020-04-19,Kansas,Wyandotte,153,3
2020-04-19,Nevada,other,29,100
2020-04-19,Nevada,Clark,688,1
2020-04-19,Nevada,Washoe,185,2
2020-04-19,Oregon,other,63,100
2020-04-19,Oregon,other,47,4
2020-04-19,Oregon,Marion,97,2
2020-04-19,Oregon,Multnomah,130,1
2020-04-19,Oregon,Washington,72,3
2020-04-19,Alabama,other,720,100
2020-04-19,Alabama,other,21,7
2020-04-19,Alabama,Jefferson,155,2
2020-04-19,Alabama,other,52,6
2020-04-19,Alabama,other,140,5
2020-04-19,Alabama,Mobile,250,1
2020-04-19,Alabama,Montgomery,67,3
2020-04-19,Alabama,other,41,8
2020-04-19,Alabama,other,44,4
2020-04-19,Arizona,other,584,100
2020-04-19,Arizona,Maricopa,743,1
2020-04-19,Arizona,Pima,234,2
2020-04-19,Florida,other,2097,100
2020-04-19,Florida,Miami-Dade,1960,1
2020-04-19,Florida,Palm Beach,476,3
2020-04-19,Florida,Broward,821,2
2020-04-19,Georgia,other,363,7
2020-04-19,Georgia,other,2675,100
2020-04-19,Georgia,other,137,8
2020-04-19,Georgia,other,291,4
2020-04-19,Georgia,DeKalb,380,2
2020-04-19,Georgia,other,61,6
2020-04-19,Georgia,Fulton,478,1
2020-04-19,Georgia,Gwinnett,401,3
2020-04-19,Georgia,other,425,5
2020-04-19,Indiana,other,2231,100
2020-04-19,Indiana,Lake,420,2
2020-04-19,Indiana,Marion,1103,1
2020-04-19,Montana,other,3,100
2020-04-19,Montana,other,0,4
2020-04-19,Montana,Gallatin,4,1
2020-04-19,Montana,Missoula,4,3
2020-04-19,Montana,Yellowstone,7,2
2020-04-19,Vermont,other,19,100
2020-04-19,Vermont,Chittenden,21,1
2020-04-19,Vermont,Franklin,0,2
2020-04-19,Wyoming,other,9,100
2020-04-19,Wyoming,Fremont,24,1
2020-04-19,Wyoming,Laramie,25,2
2020-04-19,Wyoming,other,1,4
2020-04-19,Wyoming,Teton,6,3
2020-04-19,Arkansas,other,156,9
2020-04-19,Arkansas,other,133,100
2020-04-19,Arkansas,St. Francis,11,3
2020-04-19,Arkansas,other,29,6
2020-04-19,Arkansas,other,17,5
2020-04-19,Arkansas,other,19,8
2020-04-19,Arkansas,other,31,7
2020-04-19,Arkansas,other,31,4
2020-04-19,Arkansas,Lincoln,610,1
2020-04-19,Arkansas,Pulaski,94,2
2020-04-19,Colorado,Adams,408,3
2020-04-19,Colorado,other,878,100
2020-04-19,Colorado,Arapahoe,585,2
2020-04-19,Colorado,Denver,764,1
2020-04-19,Colorado,other,141,6
2020-04-19,Colorado,other,306,5
2020-04-19,Colorado,other,401,4
2020-04-19,Delaware,other,-27,100
2020-04-19,Delaware,Kent,162,3
2020-04-19,Delaware,New Castle,299,2
2020-04-19,Delaware,Sussex,604,1
2020-04-19,Illinois,other,3759,100
2020-04-19,Illinois,Cook,8663,1
2020-04-19,Kentucky,other,550,100
2020-04-19,Kentucky,Fayette,17,3
2020-04-19,Kentucky,Jefferson,432,1
2020-04-19,Kentucky,other,98,4
2020-04-19,Kentucky,Warren,97,2
2020-04-19,Maryland,other,1179,100
2020-04-19,Maryland,other,416,4
2020-04-19,Maryland,other,426,5
2020-04-19,Maryland,Baltimore,726,3
2020-04-19,Maryland,Montgomery,1082,2
2020-04-19,Maryland,Prince George's,1636,1
2020-04-19,Michigan,other,2642,100
2020-04-19,Michigan,Oakland,860,2
2020-04-19,Michigan,Wayne,2077,1
2020-04-19,Michigan,Macomb,888,3
2020-04-19,Missouri,Kansas City,74,3
2020-04-19,Missouri,other,500,100
2020-04-19,Missouri,St. Louis,555,1
2020-04-19,Missouri,St. Louis city,177,2
2020-04-19,Nebraska,other,312,100
2020-04-19,Nebraska,Dakota,434,2
2020-04-19,Nebraska,other,309,5
2020-04-19,Nebraska,Douglas,99,1
2020-04-19,Nebraska,Hall,343,3
2020-04-19,Nebraska,other,47,4
2020-04-19,New York,New York City,24799,1
2020-04-19,New York,other,21560,100
2020-04-19,Oklahoma,other,166,100
2020-04-19,Oklahoma,other,92,4
2020-04-19,Oklahoma,other,11,6
2020-04-19,Oklahoma,Oklahoma,144,1
2020-04-19,Oklahoma,Texas,55,3
2020-04-19,Oklahoma,Tulsa,70,2
2020-04-19,Oklahoma,other,84,5
2020-04-19,Virginia,other,2562,100
2020-04-19,Virginia,Fairfax,1112,1
2020-04-19,Virginia,Loudoun,151,3
2020-04-19,Virginia,Prince William,484,2
2020-04-19,Louisiana,other,1541,100
2020-04-19,Louisiana,other,188,4
2020-04-19,Louisiana,East Baton Rouge,244,3
2020-04-19,Louisiana,Jefferson,464,1
2020-04-19,Louisiana,Orleans,344,2
2020-04-19,Louisiana,other,151,5
2020-04-19,Minnesota,other,726,100
2020-04-19,Minnesota,Stearns,22,3
2020-04-19,Minnesota,Hennepin,412,1
2020-04-19,Minnesota,Ramsey,69,2
2020-04-19,Tennessee,other,1293,100
2020-04-19,Tennessee,other,85,4
2020-04-19,Tennessee,Shelby,356,2
2020-04-19,Tennessee,Trousdale,27,3
2020-04-19,Tennessee,Davidson,533,1
2020-04-19,Wisconsin,other,420,100
2020-04-19,Wisconsin,Milwaukee,460,1
2020-04-19,Wisconsin,Racine,91,3
2020-04-19,Wisconsin,Brown,516,2
2020-04-19,California,other,4675,100
2020-04-19,California,Los Angeles,7086,1
2020-04-19,New Jersey,other,1162,100
2020-04-19,New Jersey,Bergen,2575,2
2020-04-19,New Jersey,other,697,13
2020-04-19,New Jersey,other,952,11
2020-04-19,New Jersey,Essex,2619,3
2020-04-19,New Jersey,Hudson,3411,1
2020-04-19,New Jersey,other,1030,9
2020-04-19,New Jersey,other,2451,5
2020-04-19,New Jersey,other,993,8
2020-04-19,New Jersey,other,837,10
2020-04-19,New Jersey,other,1263,7
2020-04-19,New Jersey,other,2802,4
2020-04-19,New Jersey,other,747,12
2020-04-19,New Jersey,other,2564,6
2020-04-19,New Mexico,Bernalillo,143,3
2020-04-19,New Mexico,other,138,100
2020-04-19,New Mexico,McKinley,352,1
2020-04-19,New Mexico,other,54,4
2020-04-19,New Mexico,San Juan,175,2
2020-04-19,Washington,other,491,100
2020-04-19,Washington,King,748,1
2020-04-19,Washington,other,164,4
2020-04-19,Washington,Snohomish,205,3
2020-04-19,Washington,Yakima,307,2
2020-04-19,Connecticut,other,691,100
2020-04-19,Connecticut,Fairfield,3010,1
2020-04-19,Connecticut,Hartford,1565,3
2020-04-19,Connecticut,New Haven,1766,2
2020-04-19,Mississippi,other,570,100
2020-04-19,Mississippi,other,35,21
2020-04-19,Mississippi,other,46,14
2020-04-19,Mississippi,other,27,13
2020-04-19,Mississippi,other,43,8
2020-04-19,Mississippi,other,44,7
2020-04-19,Mississippi,other,14,19
2020-04-19,Mississippi,Hinds,87,1
2020-04-19,Mississippi,other,74,10
2020-04-19,Mississippi,other,36,12
2020-04-19,Mississippi,other,53,6
2020-04-19,Mississippi,other,26,20
2020-04-19,Mississippi,Lauderdale,94,2
2020-04-19,Mississippi,other,85,9
2020-04-19,Mississippi,other,56,17
2020-04-19,Mississippi,other,34,18
2020-04-19,Mississippi,Madison,59,3
2020-04-19,Mississippi,other,61,16
2020-04-19,Mississippi,other,64,5
2020-04-19,Mississippi,other,37,15
2020-04-19,Mississippi,other,29,22
2020-04-19,Mississippi,other,36,23
2020-04-19,Mississippi,other,134,4
2020-04-19,Puerto Rico,Unknown,189,1
2020-04-19,North Dakota,other,38,100
2020-04-19,North Dakota,Cass,160,1
2020-04-19,North Dakota,Grand Forks,74,2
2020-04-19,Pennsylvania,other,4102,100
2020-04-19,Pennsylvania,other,780,4
2020-04-19,Pennsylvania,Delaware,841,3
2020-04-19,Pennsylvania,Montgomery,846,2
2020-04-19,Pennsylvania,Philadelphia,3315,1
2020-04-19,Rhode Island,other,736,100
2020-04-19,Rhode Island,Providence,1902,1
2020-04-19,South Dakota,other,84,100
2020-04-19,South Dakota,Minnehaha,520,1
2020-04-19,Massachusetts,other,381,100
2020-04-19,Massachusetts,other,1131,7
2020-04-19,Massachusetts,Essex,2298,3
2020-04-19,Massachusetts,other,975,8
2020-04-19,Massachusetts,Middlesex,3956,1
2020-04-19,Massachusetts,other,1513,5
2020-04-19,Massachusetts,other,1692,6
2020-04-19,Massachusetts,Suffolk,3522,2
2020-04-19,Massachusetts,other,1508,4
2020-04-19,New Hampshire,other,96,100
2020-04-19,New Hampshire,Hillsborough,228,1
2020-04-19,New Hampshire,Rockingham,127,2
2020-04-19,West Virginia,other,46,100
2020-04-19,West Virginia,other,54,5
2020-04-19,West Virginia,Jefferson,11,3
2020-04-19,West Virginia,Kanawha,37,2
2020-04-19,West Virginia,other,13,4
2020-04-19,West Virginia,other,0,6
2020-04-19,West Virginia,other,7,7
2020-04-19,West Virginia,Berkeley,23,1
2020-04-19,West Virginia,other,8,8
2020-04-19,North Carolina,other,1381,100
2020-04-19,North Carolina,other,74,7
2020-04-19,North Carolina,Wake,66,2
2020-04-19,North Carolina,other,302,6
2020-04-19,North Carolina,Durham,137,3
2020-04-19,North Carolina,other,25,5
2020-04-19,North Carolina,other,125,4
2020-04-19,North Carolina,Mecklenburg,297,1
2020-04-19,South Carolina,other,343,100
2020-04-19,South Carolina,other,46,4
2020-04-19,South Carolina,Richland,161,1
2020-04-19,South Carolina,other,32,6
2020-04-19,South Carolina,other,32,9
2020-04-19,South Carolina,other,21,8
2020-04-19,South Carolina,other,33,10
2020-04-19,South Carolina,other,39,5
2020-04-19,South Carolina,other,63,12
2020-04-19,South Carolina,Florence,114,3
2020-04-19,South Carolina,Greenville,78,2
2020-04-19,South Carolina,other,25,7
2020-04-19,South Carolina,other,20,11
2020-04-19,Virgin Islands,Unknown,2,1
2020-04-19,District of Columbia,District of Columbia,1033,1
2020-04-19,Northern Mariana Islands,Unknown,0,1
2020-04-26,Guam,Unknown,120,1
2020-04-26,Iowa,other,769,100
2020-04-26,Iowa,Black Hawk,563,3
2020-04-26,Iowa,other,384,6
2020-04-26,Iowa,other,155,4
2020-04-26,Iowa,other,200,5
2020-04-26,Iowa,Polk,690,1
2020-04-26,Iowa,Woodbury,758,2
2020-04-26,Ohio,other,1222,100
2020-04-26,Ohio,Cuyahoga,438,2
2020-04-26,Ohio,Franklin,859,1
2020-04-26,Ohio,other,378,4
2020-04-26,Ohio,other,298,5
2020-04-26,Ohio,other,162,7
2020-04-26,Ohio,Marion,122,3
2020-04-26,Ohio,other,62,6
2020-04-26,Ohio,other,204,8
2020-04-26,Utah,other,177,100
2020-04-26,Utah,Salt Lake,558,1
2020-04-26,Utah,Utah,296,2
2020-04-26,Idaho,Ada,55,1
2020-04-26,Idaho,other,32,100
2020-04-26,Idaho,Blaine,7,2
2020-04-26,Idaho,other,27,4
2020-04-26,Idaho,other,9,5
2020-04-26,Idaho,Twin Falls,44,3
2020-04-26,Maine,other,41,100
2020-04-26,Maine,Androscoggin,13,3
2020-04-26,Maine,Cumberland,93,1
2020-04-26,Maine,York,16,2
2020-04-26,Texas,other,3328,100
2020-04-26,Texas,other,206,6
2020-04-26,Texas,Tarrant,667,3
2020-04-26,Texas,other,318,4
2020-04-26,Texas,Harris,1080,1
2020-04-26,Texas,other,342,5
2020-04-26,Texas,Dallas,990,2
2020-04-26,Alaska,other,4,100
2020-04-26,Alaska,Fairbanks North Star Borough,4,2
2020-04-26,Alaska,Anchorage,17,1
2020-04-26,Hawaii,other,4,100
2020-04-26,Hawaii,Honolulu,5,1
2020-04-26,Hawaii,Maui,5,2
2020-04-26,Kansas,other,148,100
2020-04-26,Kansas,Finney,364,2
2020-04-26,Kansas,Ford,350,1
2020-04-26,Kansas,other,62,6
2020-04-26,Kansas,other,217,4
2020-04-26,Kansas,other,87,8
2020-04-26,Kansas,other,84,7
2020-04-26,Kansas,other,232,5
2020-04-26,Kansas,Wyandotte,224,3
2020-04-26,Nevada,other,54,100
2020-04-26,Nevada,Clark,655,1
2020-04-26,Nevada,Washoe,158,2
2020-04-26,Oregon,other,106,100
2020-04-26,Oregon,other,23,4
2020-04-26,Oregon,Marion,91,2
2020-04-26,Oregon,Multnomah,111,1
2020-04-26,Oregon,Washington,50,3
2020-04-26,Alabama,other,688,100
2020-04-26,Alabama,other,62,7
2020-04-26,Alabama,Jefferson,118,2
2020-04-26,Alabama,other,39,6
2020-04-26,Alabama,other,55,5
2020-04-26,Alabama,Mobile,284,1
2020-04-26,Alabama,Montgomery,95,3
2020-04-26,Alabama,other,26,8
2020-04-26,Alabama,other,31,4
2020-04-26,Arizona,other,687,100
2020-04-26,Arizona,Maricopa,1187,1
2020-04-26,Arizona,Pima,210,2
2020-04-26,Florida,other,1933,100
2020-04-26,Florida,Miami-Dade,1627,1
2020-04-26,Florida,Palm Beach,466,3
2020-04-26,Florida,Broward,598,2
2020-04-26,Georgia,other,-83,7
2020-04-26,Georgia,other,2565,100
2020-04-26,Georgia,other,135,8
2020-04-26,Georgia,other,354,4
2020-04-26,Georgia,DeKalb,360,2
2020-04-26,Georgia,other,64,6
2020-04-26,Georgia,Fulton,385,1
2020-04-26,Georgia,Gwinnett,474,3
2020-04-26,Georgia,other,662,5
2020-04-26,Indiana,other,3429,100
2020-04-26,Indiana,Lake,500,2
2020-04-26,Indiana,Marion,1305,1
2020-04-26,Montana,other,4,100
2020-04-26,Montana,other,0,4
2020-04-26,Montana,Gallatin,0,1
2020-04-26,Montana,Missoula,0,3
2020-04-26,Montana,Yellowstone,5,2
2020-04-26,Vermont,other,18,100
2020-04-26,Vermont,Chittenden,17,1
2020-04-26,Vermont,Franklin,8,2
2020-04-26,Wyoming,other,18,100
2020-04-26,Wyoming,Fremont,52,1
2020-04-26,Wyoming,Laramie,31,2
2020-04-26,Wyoming,other,-1,4
2020-04-26,Wyoming,Teton,2,3
2020-04-26,Arkansas,other,-24,9
2020-04-26,Arkansas,other,192,100
2020-04-26,Arkansas,St. Francis,12,3
2020-04-26,Arkansas,other,13,6
2020-04-26,Arkansas,other,33,5
2020-04-26,Arkansas,other,19,8
2020-04-26,Arkansas,other,24,7
2020-04-26,Arkansas,other,29,4
2020-04-26,Arkansas,Lincoln,96,1
2020-04-26,Arkansas,Pulaski,68,2
2020-04-26,Colorado,Adams,428,3
2020-04-26,Colorado,other,778,100
2020-04-26,Colorado,Arapahoe,542,2
2020-04-26,Colorado,Denver,735,1
2020-04-26,Colorado,other,126,6
2020-04-26,Colorado,other,148,5
2020-04-26,Colorado,other,406,4
2020-04-26,Delaware,other,19,100
2020-04-26,Delaware,Kent,214,3
2020-04-26,Delaware,New Castle,360,2
2020-04-26,Delaware,Sussex,869,1
